Material,Series ID,Year,Month,Value
#2 Diesel Fuel,WPU057303,2020,1,214.5
#2 Diesel Fuel,WPU057303,2020,2,193.3
#2 Diesel Fuel,WPU057303,2020,3,169.7
#2 Diesel Fuel,WPU057303,2020,4,123.6
#2 Diesel Fuel,WPU057303,2020,5,108.3
#2 Diesel Fuel,WPU057303,2020,6,137.8
#2 Diesel Fuel,WPU057303,2020,7,179.2
#2 Diesel Fuel,WPU057303,2020,8,191.0
#2 Diesel Fuel,WPU057303,2020,9,177.5
#2 Diesel Fuel,WPU057303,2020,10,187.3
#2 Diesel Fuel,WPU057303,2020,11,201.1
#2 Diesel Fuel,WPU057303,2020,12,224.6
#2 Diesel Fuel,WPU057303,2021,1,232.9
#2 Diesel Fuel,WPU057303,2021,2,264.4
#2 Diesel Fuel,WPU057303,2021,3,304.1
#2 Diesel Fuel,WPU057303,2021,4,282.0
#2 Diesel Fuel,WPU057303,2021,5,318.8
#2 Diesel Fuel,WPU057303,2021,6,317.8
#2 Diesel Fuel,WPU057303,2021,7,326.966
#2 Diesel Fuel,WPU057303,2021,8,322.279
#2 Diesel Fuel,WPU057303,2021,9,334.175
#2 Diesel Fuel,WPU057303,2021,10,374.107
#2 Diesel Fuel,WPU057303,2021,11,366.731
#2 Diesel Fuel,WPU057303,2021,12,346.234
#2 Diesel Fuel,WPU057303,2022,1,365.449
#2 Diesel Fuel,WPU057303,2022,2,415.354
#2 Diesel Fuel,WPU057303,2022,3,503.052
#2 Diesel Fuel,WPU057303,2022,4,528.256
#2 Diesel Fuel,WPU057303,2022,5,587.939
#2 Diesel Fuel,WPU057303,2022,6,665.72
#2 Diesel Fuel,WPU057303,2022,7,568.603
#2 Diesel Fuel,WPU057303,2022,8,497.425
#2 Diesel Fuel,WPU057303,2022,9,548.658
#2 Diesel Fuel,WPU057303,2022,10,605.641
#2 Diesel Fuel,WPU057303,2022,11,585.306
#2 Diesel Fuel,WPU057303,2022,12,419.191
#2 Diesel Fuel,WPU057303,2023,1,449.169
#2 Diesel Fuel,WPU057303,2023,2,435.578
#2 Diesel Fuel,WPU057303,2023,3,406.306
#2 Diesel Fuel,WPU057303,2023,4,387.167
#2 Diesel Fuel,WPU057303,2023,5,363.26
#2 Diesel Fuel,WPU057303,2023,6,342.988
#2 Diesel Fuel,WPU057303,2023,7,322.199
#2 Diesel Fuel,WPU057303,2023,8,428.045
#2 Diesel Fuel,WPU057303,2023,9,446.947
#2 Diesel Fuel,WPU057303,2023,10,407.772
#2 Diesel Fuel,WPU057303,2023,11,393.711
#2 Diesel Fuel,WPU057303,2023,12,342.052
#2 Diesel Fuel,WPU057303,2024,1,327.029
#2 Diesel Fuel,WPU057303,2024,2,383.57
#2 Diesel Fuel,WPU057303,2024,3,384.276
#2 Diesel Fuel,WPU057303,2024,4,395.872
#2 Diesel Fuel,WPU057303,2024,5,319.052
#2 Diesel Fuel,WPU057303,2024,6,306.904
#2 Diesel Fuel,WPU057303,2024,7,342.037
#2 Diesel Fuel,WPU057303,2024,8,334.785
#2 Diesel Fuel,WPU057303,2024,9,289.007
#2 Diesel Fuel,WPU057303,2024,10,318.34
#2 Diesel Fuel,WPU057303,2024,11,311.919
#2 Diesel Fuel,WPU057303,2024,12,294.577
#2 Diesel Fuel,WPU057303,2025,1,305.53
#2 Diesel Fuel,WPU057303,2025,2,312.948
#2 Diesel Fuel,WPU057303,2025,3,289.495
#2 Diesel Fuel,WPU057303,2025,4,285.711
#2 Diesel Fuel,WPU057303,2025,5,290.958
Aluminum Mill Shapes,WPU102501,2020,1,192.3
Aluminum Mill Shapes,WPU102501,2020,2,187.9
Aluminum Mill Shapes,WPU102501,2020,3,185.7
Aluminum Mill Shapes,WPU102501,2020,4,177.9
Aluminum Mill Shapes,WPU102501,2020,5,171.1
Aluminum Mill Shapes,WPU102501,2020,6,169.4
Aluminum Mill Shapes,WPU102501,2020,7,172.0
Aluminum Mill Shapes,WPU102501,2020,8,175.8
Aluminum Mill Shapes,WPU102501,2020,9,182.4
Aluminum Mill Shapes,WPU102501,2020,10,181.8
Aluminum Mill Shapes,WPU102501,2020,11,182.4
Aluminum Mill Shapes,WPU102501,2020,12,188.4
Aluminum Mill Shapes,WPU102501,2021,1,193.5
Aluminum Mill Shapes,WPU102501,2021,2,196.4
Aluminum Mill Shapes,WPU102501,2021,3,200.3
Aluminum Mill Shapes,WPU102501,2021,4,211.0
Aluminum Mill Shapes,WPU102501,2021,5,218.4
Aluminum Mill Shapes,WPU102501,2021,6,226.0
Aluminum Mill Shapes,WPU102501,2021,7,226.843
Aluminum Mill Shapes,WPU102501,2021,8,235.604
Aluminum Mill Shapes,WPU102501,2021,9,243.212
Aluminum Mill Shapes,WPU102501,2021,10,253.771
Aluminum Mill Shapes,WPU102501,2021,11,258.862
Aluminum Mill Shapes,WPU102501,2021,12,244.037
Aluminum Mill Shapes,WPU102501,2022,1,253.817
Aluminum Mill Shapes,WPU102501,2022,2,271.422
Aluminum Mill Shapes,WPU102501,2022,3,278.24
Aluminum Mill Shapes,WPU102501,2022,4,287.613
Aluminum Mill Shapes,WPU102501,2022,5,278.597
Aluminum Mill Shapes,WPU102501,2022,6,262.278
Aluminum Mill Shapes,WPU102501,2022,7,250.971
Aluminum Mill Shapes,WPU102501,2022,8,242.087
Aluminum Mill Shapes,WPU102501,2022,9,238.823
Aluminum Mill Shapes,WPU102501,2022,10,231.681
Aluminum Mill Shapes,WPU102501,2022,11,228.166
Aluminum Mill Shapes,WPU102501,2022,12,231.131
Aluminum Mill Shapes,WPU102501,2023,1,236.333
Aluminum Mill Shapes,WPU102501,2023,2,240.325
Aluminum Mill Shapes,WPU102501,2023,3,240.372
Aluminum Mill Shapes,WPU102501,2023,4,235.988
Aluminum Mill Shapes,WPU102501,2023,5,236.986
Aluminum Mill Shapes,WPU102501,2023,6,234.678
Aluminum Mill Shapes,WPU102501,2023,7,231.722
Aluminum Mill Shapes,WPU102501,2023,8,230.918
Aluminum Mill Shapes,WPU102501,2023,9,228.798
Aluminum Mill Shapes,WPU102501,2023,10,227.86
Aluminum Mill Shapes,WPU102501,2023,11,227.576
Aluminum Mill Shapes,WPU102501,2023,12,226.844
Aluminum Mill Shapes,WPU102501,2024,1,225.148
Aluminum Mill Shapes,WPU102501,2024,2,225.517
Aluminum Mill Shapes,WPU102501,2024,3,224.413
Aluminum Mill Shapes,WPU102501,2024,4,225.667
Aluminum Mill Shapes,WPU102501,2024,5,235.599
Aluminum Mill Shapes,WPU102501,2024,6,241.058
Aluminum Mill Shapes,WPU102501,2024,7,242.445
Aluminum Mill Shapes,WPU102501,2024,8,237.123
Aluminum Mill Shapes,WPU102501,2024,9,235.145
Aluminum Mill Shapes,WPU102501,2024,10,238.838
Aluminum Mill Shapes,WPU102501,2024,11,244.677
Aluminum Mill Shapes,WPU102501,2024,12,246.625
Aluminum Mill Shapes,WPU102501,2025,1,246.908
Aluminum Mill Shapes,WPU102501,2025,2,249.521
Aluminum Mill Shapes,WPU102501,2025,3,261.553
Aluminum Mill Shapes,WPU102501,2025,4,265.916
Aluminum Mill Shapes,WPU102501,2025,5,256.327
Architectural Coatings,WPU062101,2020,1,346.9
Architectural Coatings,WPU062101,2020,2,347.0
Architectural Coatings,WPU062101,2020,3,344.0
Architectural Coatings,WPU062101,2020,4,353.0
Architectural Coatings,WPU062101,2020,5,354.1
Architectural Coatings,WPU062101,2020,6,354.1
Architectural Coatings,WPU062101,2020,7,355.5
Architectural Coatings,WPU062101,2020,8,355.6
Architectural Coatings,WPU062101,2020,9,355.9
Architectural Coatings,WPU062101,2020,10,355.6
Architectural Coatings,WPU062101,2020,11,355.6
Architectural Coatings,WPU062101,2020,12,354.1
Architectural Coatings,WPU062101,2021,1,354.0
Architectural Coatings,WPU062101,2021,2,366.2
Architectural Coatings,WPU062101,2021,3,367.9
Architectural Coatings,WPU062101,2021,4,369.8
Architectural Coatings,WPU062101,2021,5,372.9
Architectural Coatings,WPU062101,2021,6,375.5
Architectural Coatings,WPU062101,2021,7,389.581
Architectural Coatings,WPU062101,2021,8,392.368
Architectural Coatings,WPU062101,2021,9,393.776
Architectural Coatings,WPU062101,2021,10,397.177
Architectural Coatings,WPU062101,2021,11,400.868
Architectural Coatings,WPU062101,2021,12,403.635
Architectural Coatings,WPU062101,2022,1,439.43
Architectural Coatings,WPU062101,2022,2,441.757
Architectural Coatings,WPU062101,2022,3,444.773
Architectural Coatings,WPU062101,2022,4,487.105
Architectural Coatings,WPU062101,2022,5,491.199
Architectural Coatings,WPU062101,2022,6,492.712
Architectural Coatings,WPU062101,2022,7,496.313
Architectural Coatings,WPU062101,2022,8,496.885
Architectural Coatings,WPU062101,2022,9,500.888
Architectural Coatings,WPU062101,2022,10,506.4
Architectural Coatings,WPU062101,2022,11,506.379
Architectural Coatings,WPU062101,2022,12,508.893
Architectural Coatings,WPU062101,2023,1,509.063
Architectural Coatings,WPU062101,2023,2,509.306
Architectural Coatings,WPU062101,2023,3,509.375
Architectural Coatings,WPU062101,2023,4,509.402
Architectural Coatings,WPU062101,2023,5,509.36
Architectural Coatings,WPU062101,2023,6,509.376
Architectural Coatings,WPU062101,2023,7,509.363
Architectural Coatings,WPU062101,2023,8,509.505
Architectural Coatings,WPU062101,2023,9,509.572
Architectural Coatings,WPU062101,2023,10,507.61
Architectural Coatings,WPU062101,2023,11,507.619
Architectural Coatings,WPU062101,2023,12,507.598
Architectural Coatings,WPU062101,2024,1,509.609
Architectural Coatings,WPU062101,2024,2,509.653
Architectural Coatings,WPU062101,2024,3,509.636
Architectural Coatings,WPU062101,2024,4,509.636
Architectural Coatings,WPU062101,2024,5,509.636
Architectural Coatings,WPU062101,2024,6,509.6
Architectural Coatings,WPU062101,2024,7,509.511
Architectural Coatings,WPU062101,2024,8,509.441
Architectural Coatings,WPU062101,2024,9,511.429
Architectural Coatings,WPU062101,2024,10,511.51
Architectural Coatings,WPU062101,2024,11,511.51
Architectural Coatings,WPU062101,2024,12,511.48
Architectural Coatings,WPU062101,2025,1,511.403
Architectural Coatings,WPU062101,2025,2,511.403
Architectural Coatings,WPU062101,2025,3,511.403
Architectural Coatings,WPU062101,2025,4,514.465
Architectural Coatings,WPU062101,2025,5,514.465
Architectural Services,WPU4531,2020,1,106.3
Architectural Services,WPU4531,2020,2,106.5
Architectural Services,WPU4531,2020,3,106.6
Architectural Services,WPU4531,2020,4,106.7
Architectural Services,WPU4531,2020,5,106.9
Architectural Services,WPU4531,2020,6,106.9
Architectural Services,WPU4531,2020,7,106.9
Architectural Services,WPU4531,2020,8,107.1
Architectural Services,WPU4531,2020,9,107.2
Architectural Services,WPU4531,2020,10,106.7
Architectural Services,WPU4531,2020,11,106.7
Architectural Services,WPU4531,2020,12,106.7
Architectural Services,WPU4531,2021,1,107.0
Architectural Services,WPU4531,2021,2,107.3
Architectural Services,WPU4531,2021,3,107.3
Architectural Services,WPU4531,2021,4,107.7
Architectural Services,WPU4531,2021,5,107.7
Architectural Services,WPU4531,2021,6,107.9
Architectural Services,WPU4531,2021,7,108.172
Architectural Services,WPU4531,2021,8,108.363
Architectural Services,WPU4531,2021,9,108.814
Architectural Services,WPU4531,2021,10,108.877
Architectural Services,WPU4531,2021,11,109.071
Architectural Services,WPU4531,2021,12,109.662
Architectural Services,WPU4531,2022,1,109.751
Architectural Services,WPU4531,2022,2,109.604
Architectural Services,WPU4531,2022,3,110.44
Architectural Services,WPU4531,2022,4,110.441
Architectural Services,WPU4531,2022,5,110.682
Architectural Services,WPU4531,2022,6,110.978
Architectural Services,WPU4531,2022,7,111.347
Architectural Services,WPU4531,2022,8,111.375
Architectural Services,WPU4531,2022,9,111.38
Architectural Services,WPU4531,2022,10,111.623
Architectural Services,WPU4531,2022,11,111.804
Architectural Services,WPU4531,2022,12,111.766
Architectural Services,WPU4531,2023,1,111.871
Architectural Services,WPU4531,2023,2,111.922
Architectural Services,WPU4531,2023,3,112.237
Architectural Services,WPU4531,2023,4,112.775
Architectural Services,WPU4531,2023,5,112.851
Architectural Services,WPU4531,2023,6,112.883
Architectural Services,WPU4531,2023,7,113.142
Architectural Services,WPU4531,2023,8,113.042
Architectural Services,WPU4531,2023,9,113.047
Architectural Services,WPU4531,2023,10,113.839
Architectural Services,WPU4531,2023,11,113.87
Architectural Services,WPU4531,2023,12,113.901
Architectural Services,WPU4531,2024,1,114.517
Architectural Services,WPU4531,2024,2,114.574
Architectural Services,WPU4531,2024,3,114.588
Architectural Services,WPU4531,2024,4,114.865
Architectural Services,WPU4531,2024,5,115.067
Architectural Services,WPU4531,2024,6,115.084
Architectural Services,WPU4531,2024,7,115.534
Architectural Services,WPU4531,2024,8,115.598
Architectural Services,WPU4531,2024,9,115.604
Architectural Services,WPU4531,2024,10,115.931
Architectural Services,WPU4531,2024,11,116.108
Architectural Services,WPU4531,2024,12,115.888
Architectural Services,WPU4531,2025,1,116.251
Architectural Services,WPU4531,2025,2,116.251
Architectural Services,WPU4531,2025,3,116.324
Architectural Services,WPU4531,2025,4,116.605
Architectural Services,WPU4531,2025,5,116.605
Asphalt (At Refinery),WPU058102,2020,1,193.0
Asphalt (At Refinery),WPU058102,2020,2,196.5
Asphalt (At Refinery),WPU058102,2020,3,191.8
Asphalt (At Refinery),WPU058102,2020,4,147.9
Asphalt (At Refinery),WPU058102,2020,5,129.0
Asphalt (At Refinery),WPU058102,2020,6,140.6
Asphalt (At Refinery),WPU058102,2020,7,157.4
Asphalt (At Refinery),WPU058102,2020,8,165.7
Asphalt (At Refinery),WPU058102,2020,9,162.4
Asphalt (At Refinery),WPU058102,2020,10,145.5
Asphalt (At Refinery),WPU058102,2020,11,145.3
Asphalt (At Refinery),WPU058102,2020,12,146.9
Asphalt (At Refinery),WPU058102,2021,1,162.6
Asphalt (At Refinery),WPU058102,2021,2,198.2
Asphalt (At Refinery),WPU058102,2021,3,207.9
Asphalt (At Refinery),WPU058102,2021,4,240.5
Asphalt (At Refinery),WPU058102,2021,5,215.5
Asphalt (At Refinery),WPU058102,2021,6,232.9
Asphalt (At Refinery),WPU058102,2021,7,246.698
Asphalt (At Refinery),WPU058102,2021,8,250.936
Asphalt (At Refinery),WPU058102,2021,9,248.544
Asphalt (At Refinery),WPU058102,2021,10,245.052
Asphalt (At Refinery),WPU058102,2021,11,264.984
Asphalt (At Refinery),WPU058102,2021,12,250.55
Asphalt (At Refinery),WPU058102,2022,1,251.268
Asphalt (At Refinery),WPU058102,2022,2,272.008
Asphalt (At Refinery),WPU058102,2022,3,289.439
Asphalt (At Refinery),WPU058102,2022,4,335.21
Asphalt (At Refinery),WPU058102,2022,5,386.782
Asphalt (At Refinery),WPU058102,2022,6,411.711
Asphalt (At Refinery),WPU058102,2022,7,425.062
Asphalt (At Refinery),WPU058102,2022,8,403.847
Asphalt (At Refinery),WPU058102,2022,9,358.686
Asphalt (At Refinery),WPU058102,2022,10,332.137
Asphalt (At Refinery),WPU058102,2022,11,308.041
Asphalt (At Refinery),WPU058102,2022,12,191.574
Asphalt (At Refinery),WPU058102,2023,1,208.736
Asphalt (At Refinery),WPU058102,2023,2,217.127
Asphalt (At Refinery),WPU058102,2023,3,221.57
Asphalt (At Refinery),WPU058102,2023,4,250.253
Asphalt (At Refinery),WPU058102,2023,5,260.632
Asphalt (At Refinery),WPU058102,2023,6,269.388
Asphalt (At Refinery),WPU058102,2023,7,268.761
Asphalt (At Refinery),WPU058102,2023,8,266.974
Asphalt (At Refinery),WPU058102,2023,9,265.738
Asphalt (At Refinery),WPU058102,2023,10,254.686
Asphalt (At Refinery),WPU058102,2023,11,255.681
Asphalt (At Refinery),WPU058102,2023,12,237.084
Asphalt (At Refinery),WPU058102,2024,1,241.62
Asphalt (At Refinery),WPU058102,2024,2,225.248
Asphalt (At Refinery),WPU058102,2024,3,249.603
Asphalt (At Refinery),WPU058102,2024,4,261.642
Asphalt (At Refinery),WPU058102,2024,5,276.081
Asphalt (At Refinery),WPU058102,2024,6,278.418
Asphalt (At Refinery),WPU058102,2024,7,279.628
Asphalt (At Refinery),WPU058102,2024,8,267.598
Asphalt (At Refinery),WPU058102,2024,9,216.803
Asphalt (At Refinery),WPU058102,2024,10,216.893
Asphalt (At Refinery),WPU058102,2024,11,228.612
Asphalt (At Refinery),WPU058102,2024,12,235.53
Asphalt (At Refinery),WPU058102,2025,1,251.72
Asphalt (At Refinery),WPU058102,2025,2,248.99
Asphalt (At Refinery),WPU058102,2025,3,240.792
Asphalt (At Refinery),WPU058102,2025,4,255.819
Asphalt (At Refinery),WPU058102,2025,5,249.208
Asphalt Felts and Coatings,WPU136,2020,1,247.7
Asphalt Felts and Coatings,WPU136,2020,2,245.6
Asphalt Felts and Coatings,WPU136,2020,3,249.5
Asphalt Felts and Coatings,WPU136,2020,4,246.4
Asphalt Felts and Coatings,WPU136,2020,5,243.6
Asphalt Felts and Coatings,WPU136,2020,6,245.6
Asphalt Felts and Coatings,WPU136,2020,7,250.6
Asphalt Felts and Coatings,WPU136,2020,8,248.7
Asphalt Felts and Coatings,WPU136,2020,9,254.2
Asphalt Felts and Coatings,WPU136,2020,10,246.2
Asphalt Felts and Coatings,WPU136,2020,11,253.2
Asphalt Felts and Coatings,WPU136,2020,12,252.1
Asphalt Felts and Coatings,WPU136,2021,1,254.2
Asphalt Felts and Coatings,WPU136,2021,2,253.6
Asphalt Felts and Coatings,WPU136,2021,3,257.1
Asphalt Felts and Coatings,WPU136,2021,4,262.8
Asphalt Felts and Coatings,WPU136,2021,5,270.9
Asphalt Felts and Coatings,WPU136,2021,6,273.4
Asphalt Felts and Coatings,WPU136,2021,7,275.565
Asphalt Felts and Coatings,WPU136,2021,8,284.673
Asphalt Felts and Coatings,WPU136,2021,9,286.407
Asphalt Felts and Coatings,WPU136,2021,10,286.02
Asphalt Felts and Coatings,WPU136,2021,11,294.211
Asphalt Felts and Coatings,WPU136,2021,12,297.707
Asphalt Felts and Coatings,WPU136,2022,1,300.678
Asphalt Felts and Coatings,WPU136,2022,2,307.947
Asphalt Felts and Coatings,WPU136,2022,3,312.403
Asphalt Felts and Coatings,WPU136,2022,4,315.982
Asphalt Felts and Coatings,WPU136,2022,5,320.355
Asphalt Felts and Coatings,WPU136,2022,6,325.199
Asphalt Felts and Coatings,WPU136,2022,7,324.426
Asphalt Felts and Coatings,WPU136,2022,8,326.065
Asphalt Felts and Coatings,WPU136,2022,9,328.446
Asphalt Felts and Coatings,WPU136,2022,10,328.58
Asphalt Felts and Coatings,WPU136,2022,11,330.591
Asphalt Felts and Coatings,WPU136,2022,12,331.697
Asphalt Felts and Coatings,WPU136,2023,1,323.76
Asphalt Felts and Coatings,WPU136,2023,2,323.103
Asphalt Felts and Coatings,WPU136,2023,3,323.525
Asphalt Felts and Coatings,WPU136,2023,4,329.526
Asphalt Felts and Coatings,WPU136,2023,5,331.11
Asphalt Felts and Coatings,WPU136,2023,6,336.525
Asphalt Felts and Coatings,WPU136,2023,7,339.684
Asphalt Felts and Coatings,WPU136,2023,8,336.405
Asphalt Felts and Coatings,WPU136,2023,9,338.387
Asphalt Felts and Coatings,WPU136,2023,10,340.413
Asphalt Felts and Coatings,WPU136,2023,11,339.123
Asphalt Felts and Coatings,WPU136,2023,12,340.022
Asphalt Felts and Coatings,WPU136,2024,1,339.075
Asphalt Felts and Coatings,WPU136,2024,2,340.191
Asphalt Felts and Coatings,WPU136,2024,3,340.51
Asphalt Felts and Coatings,WPU136,2024,4,334.484
Asphalt Felts and Coatings,WPU136,2024,5,342.142
Asphalt Felts and Coatings,WPU136,2024,6,340.726
Asphalt Felts and Coatings,WPU136,2024,7,341.839
Asphalt Felts and Coatings,WPU136,2024,8,338.25
Asphalt Felts and Coatings,WPU136,2024,9,340.868
Asphalt Felts and Coatings,WPU136,2024,10,348.159
Asphalt Felts and Coatings,WPU136,2024,11,343.576
Asphalt Felts and Coatings,WPU136,2024,12,343.182
Asphalt Felts and Coatings,WPU136,2025,1,342.579
Asphalt Felts and Coatings,WPU136,2025,2,340.025
Asphalt Felts and Coatings,WPU136,2025,3,339.488
Asphalt Felts and Coatings,WPU136,2025,4,338.146
Asphalt Felts and Coatings,WPU136,2025,5,348.726
Brick and Structural Clay Tile,WPU1342,2020,1,202.9
Brick and Structural Clay Tile,WPU1342,2020,2,202.9
Brick and Structural Clay Tile,WPU1342,2020,3,203.0
Brick and Structural Clay Tile,WPU1342,2020,4,203.3
Brick and Structural Clay Tile,WPU1342,2020,5,203.3
Brick and Structural Clay Tile,WPU1342,2020,6,203.3
Brick and Structural Clay Tile,WPU1342,2020,7,206.7
Brick and Structural Clay Tile,WPU1342,2020,8,206.7
Brick and Structural Clay Tile,WPU1342,2020,9,206.9
Brick and Structural Clay Tile,WPU1342,2020,10,208.6
Brick and Structural Clay Tile,WPU1342,2020,11,208.6
Brick and Structural Clay Tile,WPU1342,2020,12,208.7
Brick and Structural Clay Tile,WPU1342,2021,1,209.5
Brick and Structural Clay Tile,WPU1342,2021,2,209.8
Brick and Structural Clay Tile,WPU1342,2021,3,210.6
Brick and Structural Clay Tile,WPU1342,2021,4,211.2
Brick and Structural Clay Tile,WPU1342,2021,5,214.4
Brick and Structural Clay Tile,WPU1342,2021,6,214.5
Brick and Structural Clay Tile,WPU1342,2021,7,215.435
Brick and Structural Clay Tile,WPU1342,2021,8,216.027
Brick and Structural Clay Tile,WPU1342,2021,9,216.027
Brick and Structural Clay Tile,WPU1342,2021,10,221.02
Brick and Structural Clay Tile,WPU1342,2021,11,221.02
Brick and Structural Clay Tile,WPU1342,2021,12,221.432
Brick and Structural Clay Tile,WPU1342,2022,1,225.638
Brick and Structural Clay Tile,WPU1342,2022,2,231.243
Brick and Structural Clay Tile,WPU1342,2022,3,231.996
Brick and Structural Clay Tile,WPU1342,2022,4,232.187
Brick and Structural Clay Tile,WPU1342,2022,5,232.187
Brick and Structural Clay Tile,WPU1342,2022,6,234.361
Brick and Structural Clay Tile,WPU1342,2022,7,235.598
Brick and Structural Clay Tile,WPU1342,2022,8,238.046
Brick and Structural Clay Tile,WPU1342,2022,9,238.132
Brick and Structural Clay Tile,WPU1342,2022,10,240.6
Brick and Structural Clay Tile,WPU1342,2022,11,240.6
Brick and Structural Clay Tile,WPU1342,2022,12,240.847
Brick and Structural Clay Tile,WPU1342,2023,1,243.042
Brick and Structural Clay Tile,WPU1342,2023,2,251.22
Brick and Structural Clay Tile,WPU1342,2023,3,253.123
Brick and Structural Clay Tile,WPU1342,2023,4,253.123
Brick and Structural Clay Tile,WPU1342,2023,5,253.548
Brick and Structural Clay Tile,WPU1342,2023,6,253.548
Brick and Structural Clay Tile,WPU1342,2023,7,253.548
Brick and Structural Clay Tile,WPU1342,2023,8,253.671
Brick and Structural Clay Tile,WPU1342,2023,9,253.69
Brick and Structural Clay Tile,WPU1342,2023,10,254.081
Brick and Structural Clay Tile,WPU1342,2023,11,254.081
Brick and Structural Clay Tile,WPU1342,2023,12,254.081
Brick and Structural Clay Tile,WPU1342,2024,1,256.075
Brick and Structural Clay Tile,WPU1342,2024,2,262.083
Brick and Structural Clay Tile,WPU1342,2024,3,262.86
Brick and Structural Clay Tile,WPU1342,2024,4,264.001
Brick and Structural Clay Tile,WPU1342,2024,5,264.819
Brick and Structural Clay Tile,WPU1342,2024,6,265.565
Brick and Structural Clay Tile,WPU1342,2024,7,265.746
Brick and Structural Clay Tile,WPU1342,2024,8,265.766
Brick and Structural Clay Tile,WPU1342,2024,9,265.766
Brick and Structural Clay Tile,WPU1342,2024,10,265.766
Brick and Structural Clay Tile,WPU1342,2024,11,265.766
Brick and Structural Clay Tile,WPU1342,2024,12,265.766
Brick and Structural Clay Tile,WPU1342,2025,1,267.98
Brick and Structural Clay Tile,WPU1342,2025,2,267.98
Brick and Structural Clay Tile,WPU1342,2025,3,268.525
Brick and Structural Clay Tile,WPU1342,2025,4,269.031
Brick and Structural Clay Tile,WPU1342,2025,5,269.031
Cement,WPU1322,2020,1,257.2
Cement,WPU1322,2020,2,256.8
Cement,WPU1322,2020,3,256.9
Cement,WPU1322,2020,4,260.3
Cement,WPU1322,2020,5,259.3
Cement,WPU1322,2020,6,261.5
Cement,WPU1322,2020,7,262.8
Cement,WPU1322,2020,8,262.7
Cement,WPU1322,2020,9,263.0
Cement,WPU1322,2020,10,262.9
Cement,WPU1322,2020,11,262.7
Cement,WPU1322,2020,12,262.8
Cement,WPU1322,2021,1,264.0
Cement,WPU1322,2021,2,264.6
Cement,WPU1322,2021,3,264.4
Cement,WPU1322,2021,4,271.0
Cement,WPU1322,2021,5,271.3
Cement,WPU1322,2021,6,271.5
Cement,WPU1322,2021,7,272.591
Cement,WPU1322,2021,8,274.436
Cement,WPU1322,2021,9,274.966
Cement,WPU1322,2021,10,275.266
Cement,WPU1322,2021,11,273.936
Cement,WPU1322,2021,12,274.404
Cement,WPU1322,2022,1,283.858
Cement,WPU1322,2022,2,285.647
Cement,WPU1322,2022,3,285.605
Cement,WPU1322,2022,4,290.566
Cement,WPU1322,2022,5,290.702
Cement,WPU1322,2022,6,291.714
Cement,WPU1322,2022,7,299.366
Cement,WPU1322,2022,8,302.402
Cement,WPU1322,2022,9,304.473
Cement,WPU1322,2022,10,308.685
Cement,WPU1322,2022,11,309.939
Cement,WPU1322,2022,12,310.125
Cement,WPU1322,2023,1,325.213
Cement,WPU1322,2023,2,329.152
Cement,WPU1322,2023,3,329.742
Cement,WPU1322,2023,4,330.005
Cement,WPU1322,2023,5,331.964
Cement,WPU1322,2023,6,331.715
Cement,WPU1322,2023,7,334.493
Cement,WPU1322,2023,8,335.313
Cement,WPU1322,2023,9,336.568
Cement,WPU1322,2023,10,337.757
Cement,WPU1322,2023,11,337.877
Cement,WPU1322,2023,12,337.671
Cement,WPU1322,2024,1,348.82
Cement,WPU1322,2024,2,349.138
Cement,WPU1322,2024,3,351.632
Cement,WPU1322,2024,4,353.163
Cement,WPU1322,2024,5,354.344
Cement,WPU1322,2024,6,353.748
Cement,WPU1322,2024,7,354.256
Cement,WPU1322,2024,8,354.255
Cement,WPU1322,2024,9,353.645
Cement,WPU1322,2024,10,353.144
Cement,WPU1322,2024,11,353.147
Cement,WPU1322,2024,12,352.969
Cement,WPU1322,2025,1,356.916
Cement,WPU1322,2025,2,356.485
Cement,WPU1322,2025,3,358.41
Cement,WPU1322,2025,4,360.658
Cement,WPU1322,2025,5,361.147
Commercial Structures,WPUIP231211,2020,1,110.9
Commercial Structures,WPUIP231211,2020,2,110.4
Commercial Structures,WPUIP231211,2020,3,109.8
Commercial Structures,WPUIP231211,2020,4,107.0
Commercial Structures,WPUIP231211,2020,5,107.0
Commercial Structures,WPUIP231211,2020,6,108.7
Commercial Structures,WPUIP231211,2020,7,109.9
Commercial Structures,WPUIP231211,2020,8,111.1
Commercial Structures,WPUIP231211,2020,9,112.1
Commercial Structures,WPUIP231211,2020,10,112.4
Commercial Structures,WPUIP231211,2020,11,113.0
Commercial Structures,WPUIP231211,2020,12,115.4
Commercial Structures,WPUIP231211,2021,1,117.9
Commercial Structures,WPUIP231211,2021,2,119.5
Commercial Structures,WPUIP231211,2021,3,122.6
Commercial Structures,WPUIP231211,2021,4,125.6
Commercial Structures,WPUIP231211,2021,5,130.1
Commercial Structures,WPUIP231211,2021,6,133.2
Commercial Structures,WPUIP231211,2021,7,134.435
Commercial Structures,WPUIP231211,2021,8,134.679
Commercial Structures,WPUIP231211,2021,9,135.275
Commercial Structures,WPUIP231211,2021,10,136.937
Commercial Structures,WPUIP231211,2021,11,138.376
Commercial Structures,WPUIP231211,2021,12,139.794
Commercial Structures,WPUIP231211,2022,1,143.663
Commercial Structures,WPUIP231211,2022,2,146.205
Commercial Structures,WPUIP231211,2022,3,150.938
Commercial Structures,WPUIP231211,2022,4,152.677
