Material,Series ID,Year,Month,Value
Prefabricated Metal Buildings,WPU1079,2021,2,404.4
Prefabricated Metal Buildings,WPU1079,2021,3,421.2
Prefabricated Metal Buildings,WPU1079,2021,4,426.7
Prefabricated Metal Buildings,WPU1079,2021,5,439.2
Prefabricated Metal Buildings,WPU1079,2021,6,464.3
Prefabricated Metal Buildings,WPU1079,2021,7,503.347
Prefabricated Metal Buildings,WPU1079,2021,8,521.006
Prefabricated Metal Buildings,WPU1079,2021,9,527.247
Prefabricated Metal Buildings,WPU1079,2021,10,530.868
Prefabricated Metal Buildings,WPU1079,2021,11,531.523
Prefabricated Metal Buildings,WPU1079,2021,12,534.424
Prefabricated Metal Buildings,WPU1079,2022,1,534.908
Prefabricated Metal Buildings,WPU1079,2022,2,533.526
Prefabricated Metal Buildings,WPU1079,2022,3,529.431
Prefabricated Metal Buildings,WPU1079,2022,4,535.013
Prefabricated Metal Buildings,WPU1079,2022,5,556.245
Prefabricated Metal Buildings,WPU1079,2022,6,543.504
Prefabricated Metal Buildings,WPU1079,2022,7,536.989
Prefabricated Metal Buildings,WPU1079,2022,8,543.896
Prefabricated Metal Buildings,WPU1079,2022,9,532.865
Prefabricated Metal Buildings,WPU1079,2022,10,518.999
Prefabricated Metal Buildings,WPU1079,2022,11,518.52
Prefabricated Metal Buildings,WPU1079,2022,12,511.737
Prefabricated Metal Buildings,WPU1079,2023,1,511.896
Prefabricated Metal Buildings,WPU1079,2023,2,515.068
Prefabricated Metal Buildings,WPU1079,2023,3,540.191
Prefabricated Metal Buildings,WPU1079,2023,4,539.826
Prefabricated Metal Buildings,WPU1079,2023,5,538.467
Prefabricated Metal Buildings,WPU1079,2023,6,545.727
Prefabricated Metal Buildings,WPU1079,2023,7,551.152
Prefabricated Metal Buildings,WPU1079,2023,8,551.426
Prefabricated Metal Buildings,WPU1079,2023,9,547.883
Prefabricated Metal Buildings,WPU1079,2023,10,545.846
Prefabricated Metal Buildings,WPU1079,2023,11,547.25
Prefabricated Metal Buildings,WPU1079,2023,12,550.535
Prefabricated Metal Buildings,WPU1079,2024,1,553.955
Prefabricated Metal Buildings,WPU1079,2024,2,554.969
Prefabricated Metal Buildings,WPU1079,2024,3,558.358
Prefabricated Metal Buildings,WPU1079,2024,4,558.334
Prefabricated Metal Buildings,WPU1079,2024,5,556.523
Prefabricated Metal Buildings,WPU1079,2024,6,555.954
Prefabricated Metal Buildings,WPU1079,2024,7,550.374
Prefabricated Metal Buildings,WPU1079,2024,8,541.948
Prefabricated Metal Buildings,WPU1079,2024,9,539.63
Prefabricated Metal Buildings,WPU1079,2024,10,540.516
Prefabricated Metal Buildings,WPU1079,2024,11,540.817
Prefabricated Metal Buildings,WPU1079,2024,12,542.418
Prefabricated Metal Buildings,WPU1079,2025,1,541.629
Prefabricated Metal Buildings,WPU1079,2025,2,543.641
Prefabricated Metal Buildings,WPU1079,2025,3,548.607
Prefabricated Metal Buildings,WPU1079,2025,4,547.747
Prefabricated Metal Buildings,WPU1079,2025,5,552.783
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,1,248.0
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,2,245.6
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,3,250.2
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,4,246.6
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,5,243.4
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,6,245.7
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,7,251.5
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,8,249.3
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,9,255.7
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,10,246.4
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,11,254.4
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2020,12,253.2
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,1,255.5
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,2,254.8
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,3,258.8
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,4,265.0
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,5,274.3
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,6,276.3
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,7,278.815
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,8,287.997
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,9,289.981
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,10,289.564
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,11,298.967
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2021,12,302.949
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,1,305.208
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,2,312.461
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,3,317.559
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,4,320.342
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,5,327.363
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,6,332.317
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,7,331.078
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,8,331.799
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,9,334.524
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,10,334.677
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,11,336.978
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2022,12,338.243
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,1,327.686
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,2,326.819
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,3,327.099
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,4,334.803
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,5,336.474
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,6,342.882
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,7,346.727
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,8,342.736
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,9,345.254
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,10,347.707
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,11,346.044
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2023,12,347.137
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,1,345.616
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,2,349.485
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,3,349.873
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,4,342.543
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,5,351.859
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,6,349.495
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,7,350.861
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,8,346.495
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,9,349.7
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,10,358.55
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,11,352.975
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2024,12,352.495
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2025,1,351.626
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2025,2,348.518
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2025,3,347.865
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2025,4,345.234
Prepared Asphalt and Tar Rooging and Siding Products,WPU1361,2025,5,358.106
Prestressed Concrete Products,WPU1335,2020,1,238.8
Prestressed Concrete Products,WPU1335,2020,2,237.7
Prestressed Concrete Products,WPU1335,2020,3,237.7
Prestressed Concrete Products,WPU1335,2020,4,241.7
Prestressed Concrete Products,WPU1335,2020,5,240.0
Prestressed Concrete Products,WPU1335,2020,6,240.6
Prestressed Concrete Products,WPU1335,2020,7,238.7
Prestressed Concrete Products,WPU1335,2020,8,235.9
Prestressed Concrete Products,WPU1335,2020,9,235.2
Prestressed Concrete Products,WPU1335,2020,10,235.1
Prestressed Concrete Products,WPU1335,2020,11,236.0
Prestressed Concrete Products,WPU1335,2020,12,233.6
Prestressed Concrete Products,WPU1335,2021,1,237.8
Prestressed Concrete Products,WPU1335,2021,2,237.5
Prestressed Concrete Products,WPU1335,2021,3,239.2
Prestressed Concrete Products,WPU1335,2021,4,255.8
Prestressed Concrete Products,WPU1335,2021,5,258.4
Prestressed Concrete Products,WPU1335,2021,6,260.1
Prestressed Concrete Products,WPU1335,2021,7,260.406
Prestressed Concrete Products,WPU1335,2021,8,259.162
Prestressed Concrete Products,WPU1335,2021,9,261.496
Prestressed Concrete Products,WPU1335,2021,10,264.496
Prestressed Concrete Products,WPU1335,2021,11,268.173
Prestressed Concrete Products,WPU1335,2021,12,267.955
Prestressed Concrete Products,WPU1335,2022,1,270.573
Prestressed Concrete Products,WPU1335,2022,2,274.74
Prestressed Concrete Products,WPU1335,2022,3,275.987
Prestressed Concrete Products,WPU1335,2022,4,288.784
Prestressed Concrete Products,WPU1335,2022,5,317.846
Prestressed Concrete Products,WPU1335,2022,6,337.699
Prestressed Concrete Products,WPU1335,2022,7,339.375
Prestressed Concrete Products,WPU1335,2022,8,349.768
Prestressed Concrete Products,WPU1335,2022,9,347.776
Prestressed Concrete Products,WPU1335,2022,10,347.039
Prestressed Concrete Products,WPU1335,2022,11,353.637
Prestressed Concrete Products,WPU1335,2022,12,353.505
Prestressed Concrete Products,WPU1335,2023,1,354.315
Prestressed Concrete Products,WPU1335,2023,2,353.168
Prestressed Concrete Products,WPU1335,2023,3,353.644
Prestressed Concrete Products,WPU1335,2023,4,356.007
Prestressed Concrete Products,WPU1335,2023,5,355.348
Prestressed Concrete Products,WPU1335,2023,6,354.286
Prestressed Concrete Products,WPU1335,2023,7,354.286
Prestressed Concrete Products,WPU1335,2023,8,357.748
Prestressed Concrete Products,WPU1335,2023,9,356.922
Prestressed Concrete Products,WPU1335,2023,10,357.277
Prestressed Concrete Products,WPU1335,2023,11,370.599
Prestressed Concrete Products,WPU1335,2023,12,369.641
Prestressed Concrete Products,WPU1335,2024,1,367.746
Prestressed Concrete Products,WPU1335,2024,2,368.577
Prestressed Concrete Products,WPU1335,2024,3,368.233
Prestressed Concrete Products,WPU1335,2024,4,369.207
Prestressed Concrete Products,WPU1335,2024,5,364.682
Prestressed Concrete Products,WPU1335,2024,6,363.171
Prestressed Concrete Products,WPU1335,2024,7,363.569
Prestressed Concrete Products,WPU1335,2024,8,363.81
Prestressed Concrete Products,WPU1335,2024,9,363.903
Prestressed Concrete Products,WPU1335,2024,10,363.903
Prestressed Concrete Products,WPU1335,2024,11,363.903
Prestressed Concrete Products,WPU1335,2024,12,362.906
Prestressed Concrete Products,WPU1335,2025,1,363.255
Prestressed Concrete Products,WPU1335,2025,2,363.209
Prestressed Concrete Products,WPU1335,2025,3,364.478
Prestressed Concrete Products,WPU1335,2025,4,365.118
Prestressed Concrete Products,WPU1335,2025,5,365.211
Producer Price Index (PPI For Final Demand,WPUFD4,2020,1,119.0
Producer Price Index (PPI For Final Demand,WPUFD4,2020,2,118.4
Producer Price Index (PPI For Final Demand,WPUFD4,2020,3,118.1
Producer Price Index (PPI For Final Demand,WPUFD4,2020,4,116.7
Producer Price Index (PPI For Final Demand,WPUFD4,2020,5,117.3
Producer Price Index (PPI For Final Demand,WPUFD4,2020,6,117.7
Producer Price Index (PPI For Final Demand,WPUFD4,2020,7,118.4
Producer Price Index (PPI For Final Demand,WPUFD4,2020,8,118.5
Producer Price Index (PPI For Final Demand,WPUFD4,2020,9,118.7
Producer Price Index (PPI For Final Demand,WPUFD4,2020,10,119.5
Producer Price Index (PPI For Final Demand,WPUFD4,2020,11,119.3
Producer Price Index (PPI For Final Demand,WPUFD4,2020,12,119.4
Producer Price Index (PPI For Final Demand,WPUFD4,2021,1,120.9
Producer Price Index (PPI For Final Demand,WPUFD4,2021,2,121.9
Producer Price Index (PPI For Final Demand,WPUFD4,2021,3,123.0
Producer Price Index (PPI For Final Demand,WPUFD4,2021,4,124.3
Producer Price Index (PPI For Final Demand,WPUFD4,2021,5,125.5
Producer Price Index (PPI For Final Demand,WPUFD4,2021,6,126.6
Producer Price Index (PPI For Final Demand,WPUFD4,2021,7,127.824
Producer Price Index (PPI For Final Demand,WPUFD4,2021,8,128.755
Producer Price Index (PPI For Final Demand,WPUFD4,2021,9,129.116
Producer Price Index (PPI For Final Demand,WPUFD4,2021,10,130.097
Producer Price Index (PPI For Final Demand,WPUFD4,2021,11,131.09
Producer Price Index (PPI For Final Demand,WPUFD4,2021,12,131.344
Producer Price Index (PPI For Final Demand,WPUFD4,2022,1,133.074
Producer Price Index (PPI For Final Demand,WPUFD4,2022,2,134.581
Producer Price Index (PPI For Final Demand,WPUFD4,2022,3,137.341
Producer Price Index (PPI For Final Demand,WPUFD4,2022,4,138.179
Producer Price Index (PPI For Final Demand,WPUFD4,2022,5,139.419
Producer Price Index (PPI For Final Demand,WPUFD4,2022,6,140.819
Producer Price Index (PPI For Final Demand,WPUFD4,2022,7,140.284
Producer Price Index (PPI For Final Demand,WPUFD4,2022,8,139.965
Producer Price Index (PPI For Final Demand,WPUFD4,2022,9,140.066
Producer Price Index (PPI For Final Demand,WPUFD4,2022,10,140.74
Producer Price Index (PPI For Final Demand,WPUFD4,2022,11,140.785
Producer Price Index (PPI For Final Demand,WPUFD4,2022,12,139.78
Producer Price Index (PPI For Final Demand,WPUFD4,2023,1,140.713
Producer Price Index (PPI For Final Demand,WPUFD4,2023,2,140.956
Producer Price Index (PPI For Final Demand,WPUFD4,2023,3,140.995
Producer Price Index (PPI For Final Demand,WPUFD4,2023,4,141.303
Producer Price Index (PPI For Final Demand,WPUFD4,2023,5,140.912
Producer Price Index (PPI For Final Demand,WPUFD4,2023,6,141.181
Producer Price Index (PPI For Final Demand,WPUFD4,2023,7,141.871
Producer Price Index (PPI For Final Demand,WPUFD4,2023,8,142.641
Producer Price Index (PPI For Final Demand,WPUFD4,2023,9,142.618
Producer Price Index (PPI For Final Demand,WPUFD4,2023,10,142.258
Producer Price Index (PPI For Final Demand,WPUFD4,2023,11,141.869
Producer Price Index (PPI For Final Demand,WPUFD4,2023,12,141.267
Producer Price Index (PPI For Final Demand,WPUFD4,2024,1,142.186
Producer Price Index (PPI For Final Demand,WPUFD4,2024,2,143.26
Producer Price Index (PPI For Final Demand,WPUFD4,2024,3,143.784
Producer Price Index (PPI For Final Demand,WPUFD4,2024,4,144.563
Producer Price Index (PPI For Final Demand,WPUFD4,2024,5,144.504
Producer Price Index (PPI For Final Demand,WPUFD4,2024,6,145.321
Producer Price Index (PPI For Final Demand,WPUFD4,2024,7,145.264
Producer Price Index (PPI For Final Demand,WPUFD4,2024,8,145.589
Producer Price Index (PPI For Final Demand,WPUFD4,2024,9,145.671
Producer Price Index (PPI For Final Demand,WPUFD4,2024,10,146.291
Producer Price Index (PPI For Final Demand,WPUFD4,2024,11,145.994
Producer Price Index (PPI For Final Demand,WPUFD4,2024,12,146.189
Producer Price Index (PPI For Final Demand,WPUFD4,2025,1,147.604
Producer Price Index (PPI For Final Demand,WPUFD4,2025,2,148.194
Producer Price Index (PPI For Final Demand,WPUFD4,2025,3,148.492
Producer Price Index (PPI For Final Demand,WPUFD4,2025,4,148.207
Producer Price Index (PPI For Final Demand,WPUFD4,2025,5,148.294
Ready Mixed Concrete,WPU1333,2020,1,281.6
Ready Mixed Concrete,WPU1333,2020,2,284.3
Ready Mixed Concrete,WPU1333,2020,3,285.9
Ready Mixed Concrete,WPU1333,2020,4,286.3
Ready Mixed Concrete,WPU1333,2020,5,286.8
Ready Mixed Concrete,WPU1333,2020,6,285.7
Ready Mixed Concrete,WPU1333,2020,7,286.6
Ready Mixed Concrete,WPU1333,2020,8,285.0
Ready Mixed Concrete,WPU1333,2020,9,286.9
Ready Mixed Concrete,WPU1333,2020,10,286.0
Ready Mixed Concrete,WPU1333,2020,11,283.0
Ready Mixed Concrete,WPU1333,2020,12,285.0
Ready Mixed Concrete,WPU1333,2021,1,285.4
Ready Mixed Concrete,WPU1333,2021,2,289.3
Ready Mixed Concrete,WPU1333,2021,3,290.9
Ready Mixed Concrete,WPU1333,2021,4,293.4
Ready Mixed Concrete,WPU1333,2021,5,293.0
Ready Mixed Concrete,WPU1333,2021,6,292.7
Ready Mixed Concrete,WPU1333,2021,7,295.867
Ready Mixed Concrete,WPU1333,2021,8,302.169
Ready Mixed Concrete,WPU1333,2021,9,302.026
Ready Mixed Concrete,WPU1333,2021,10,300.646
Ready Mixed Concrete,WPU1333,2021,11,303.341
Ready Mixed Concrete,WPU1333,2021,12,304.478
Ready Mixed Concrete,WPU1333,2022,1,309.607
Ready Mixed Concrete,WPU1333,2022,2,313.689
Ready Mixed Concrete,WPU1333,2022,3,313.652
Ready Mixed Concrete,WPU1333,2022,4,318.852
Ready Mixed Concrete,WPU1333,2022,5,319.519
Ready Mixed Concrete,WPU1333,2022,6,322.336
Ready Mixed Concrete,WPU1333,2022,7,328.73
Ready Mixed Concrete,WPU1333,2022,8,332.919
Ready Mixed Concrete,WPU1333,2022,9,335.966
Ready Mixed Concrete,WPU1333,2022,10,337.501
Ready Mixed Concrete,WPU1333,2022,11,340.875
Ready Mixed Concrete,WPU1333,2022,12,344.153
Ready Mixed Concrete,WPU1333,2023,1,350.112
Ready Mixed Concrete,WPU1333,2023,2,351.997
Ready Mixed Concrete,WPU1333,2023,3,355.235
Ready Mixed Concrete,WPU1333,2023,4,357.639
Ready Mixed Concrete,WPU1333,2023,5,362.064
Ready Mixed Concrete,WPU1333,2023,6,360.663
Ready Mixed Concrete,WPU1333,2023,7,363.262
Ready Mixed Concrete,WPU1333,2023,8,367.558
Ready Mixed Concrete,WPU1333,2023,9,371.452
Ready Mixed Concrete,WPU1333,2023,10,371.884
Ready Mixed Concrete,WPU1333,2023,11,372.721
Ready Mixed Concrete,WPU1333,2023,12,368.005
Ready Mixed Concrete,WPU1333,2024,1,376.419
Ready Mixed Concrete,WPU1333,2024,2,380.37
Ready Mixed Concrete,WPU1333,2024,3,386.077
Ready Mixed Concrete,WPU1333,2024,4,383.503
Ready Mixed Concrete,WPU1333,2024,5,384.181
Ready Mixed Concrete,WPU1333,2024,6,382.036
Ready Mixed Concrete,WPU1333,2024,7,383.55
Ready Mixed Concrete,WPU1333,2024,8,386.394
Ready Mixed Concrete,WPU1333,2024,9,384.917
Ready Mixed Concrete,WPU1333,2024,10,385.351
Ready Mixed Concrete,WPU1333,2024,11,387.459
Ready Mixed Concrete,WPU1333,2024,12,385.931
Ready Mixed Concrete,WPU1333,2025,1,390.311
Ready Mixed Concrete,WPU1333,2025,2,389.524
Ready Mixed Concrete,WPU1333,2025,3,388.96
Ready Mixed Concrete,WPU1333,2025,4,389.863
Ready Mixed Concrete,WPU1333,2025,5,390.399
Residential Maintenance and Repair,WPUIP232100,2020,1,110.0
Residential Maintenance and Repair,WPUIP232100,2020,2,109.6
Residential Maintenance and Repair,WPUIP232100,2020,3,108.9
Residential Maintenance and Repair,WPUIP232100,2020,4,106.6
Residential Maintenance and Repair,WPUIP232100,2020,5,106.4
Residential Maintenance and Repair,WPUIP232100,2020,6,109.1
Residential Maintenance and Repair,WPUIP232100,2020,7,110.6
Residential Maintenance and Repair,WPUIP232100,2020,8,113.9
Residential Maintenance and Repair,WPUIP232100,2020,9,117.1
Residential Maintenance and Repair,WPUIP232100,2020,10,117.3
Residential Maintenance and Repair,WPUIP232100,2020,11,114.9
Residential Maintenance and Repair,WPUIP232100,2020,12,116.2
Residential Maintenance and Repair,WPUIP232100,2021,1,120.1
Residential Maintenance and Repair,WPUIP232100,2021,2,122.5
Residential Maintenance and Repair,WPUIP232100,2021,3,125.0
Residential Maintenance and Repair,WPUIP232100,2021,4,129.0
Residential Maintenance and Repair,WPUIP232100,2021,5,135.2
Residential Maintenance and Repair,WPUIP232100,2021,6,139.6
Residential Maintenance and Repair,WPUIP232100,2021,7,136.221
Residential Maintenance and Repair,WPUIP232100,2021,8,132.733
Residential Maintenance and Repair,WPUIP232100,2021,9,131.53
Residential Maintenance and Repair,WPUIP232100,2021,10,132.609
Residential Maintenance and Repair,WPUIP232100,2021,11,132.018
Residential Maintenance and Repair,WPUIP232100,2021,12,133.361
Residential Maintenance and Repair,WPUIP232100,2022,1,140.247
Residential Maintenance and Repair,WPUIP232100,2022,2,145.858
Residential Maintenance and Repair,WPUIP232100,2022,3,153.318
Residential Maintenance and Repair,WPUIP232100,2022,4,153.376
Residential Maintenance and Repair,WPUIP232100,2022,5,152.874
Residential Maintenance and Repair,WPUIP232100,2022,6,151.277
Residential Maintenance and Repair,WPUIP232100,2022,7,148.21
Residential Maintenance and Repair,WPUIP232100,2022,8,145.325
Residential Maintenance and Repair,WPUIP232100,2022,9,144.124
Residential Maintenance and Repair,WPUIP232100,2022,10,144.824
Residential Maintenance and Repair,WPUIP232100,2022,11,144.842
Residential Maintenance and Repair,WPUIP232100,2022,12,141.237
Residential Maintenance and Repair,WPUIP232100,2023,1,143.108
Residential Maintenance and Repair,WPUIP232100,2023,2,143.018
Residential Maintenance and Repair,WPUIP232100,2023,3,143.515
Residential Maintenance and Repair,WPUIP232100,2023,4,143.192
Residential Maintenance and Repair,WPUIP232100,2023,5,142.58
Residential Maintenance and Repair,WPUIP232100,2023,6,142.624
Residential Maintenance and Repair,WPUIP232100,2023,7,143.665
Residential Maintenance and Repair,WPUIP232100,2023,8,144.993
Residential Maintenance and Repair,WPUIP232100,2023,9,145.584
Residential Maintenance and Repair,WPUIP232100,2023,10,144.849
Residential Maintenance and Repair,WPUIP232100,2023,11,144.554
Residential Maintenance and Repair,WPUIP232100,2023,12,144.019
Residential Maintenance and Repair,WPUIP232100,2024,1,145.425
Residential Maintenance and Repair,WPUIP232100,2024,2,146.651
Residential Maintenance and Repair,WPUIP232100,2024,3,146.713
Residential Maintenance and Repair,WPUIP232100,2024,4,147.733
Residential Maintenance and Repair,WPUIP232100,2024,5,146.419
Residential Maintenance and Repair,WPUIP232100,2024,6,146.187
Residential Maintenance and Repair,WPUIP232100,2024,7,146.639
Residential Maintenance and Repair,WPUIP232100,2024,8,146.805
Residential Maintenance and Repair,WPUIP232100,2024,9,145.841
Residential Maintenance and Repair,WPUIP232100,2024,10,145.552
Residential Maintenance and Repair,WPUIP232100,2024,11,145.162
Residential Maintenance and Repair,WPUIP232100,2024,12,145.385
Residential Maintenance and Repair,WPUIP232100,2025,1,147.319
Residential Maintenance and Repair,WPUIP232100,2025,2,148.293
Residential Maintenance and Repair,WPUIP232100,2025,3,149.1
Residential Maintenance and Repair,WPUIP232100,2025,4,148.788
Residential Maintenance and Repair,WPUIP232100,2025,5,149.059
Roofing Contractors,PCU23816X23816X,2020,1,139.5
Roofing Contractors,PCU23816X23816X,2020,2,139.5
Roofing Contractors,PCU23816X23816X,2020,3,139.9
Roofing Contractors,PCU23816X23816X,2020,4,140.4
Roofing Contractors,PCU23816X23816X,2020,5,141.1
Roofing Contractors,PCU23816X23816X,2020,6,141.2
Roofing Contractors,PCU23816X23816X,2020,7,141.6
Roofing Contractors,PCU23816X23816X,2020,8,141.5
Roofing Contractors,PCU23816X23816X,2020,9,142.0
Roofing Contractors,PCU23816X23816X,2020,10,142.7
Roofing Contractors,PCU23816X23816X,2020,11,142.6
Roofing Contractors,PCU23816X23816X,2020,12,143.2
Roofing Contractors,PCU23816X23816X,2021,1,143.8
Roofing Contractors,PCU23816X23816X,2021,2,144.4
Roofing Contractors,PCU23816X23816X,2021,3,145.4
Roofing Contractors,PCU23816X23816X,2021,4,146.2
Roofing Contractors,PCU23816X23816X,2021,5,147.4
Roofing Contractors,PCU23816X23816X,2021,6,148.8
Roofing Contractors,PCU23816X23816X,2021,7,150.506
Roofing Contractors,PCU23816X23816X,2021,8,151.509
Roofing Contractors,PCU23816X23816X,2021,9,152.751
Roofing Contractors,PCU23816X23816X,2021,10,155.002
Roofing Contractors,PCU23816X23816X,2021,11,155.649
Roofing Contractors,PCU23816X23816X,2021,12,156.401
Roofing Contractors,PCU23816X23816X,2022,1,162.773
Roofing Contractors,PCU23816X23816X,2022,2,163.688
Roofing Contractors,PCU23816X23816X,2022,3,167.217
Roofing Contractors,PCU23816X23816X,2022,4,171.754
Roofing Contractors,PCU23816X23816X,2022,5,173.572
Roofing Contractors,PCU23816X23816X,2022,6,176.347
Roofing Contractors,PCU23816X23816X,2022,7,184.17
Roofing Contractors,PCU23816X23816X,2022,8,184.332
Roofing Contractors,PCU23816X23816X,2022,9,184.776
Roofing Contractors,PCU23816X23816X,2022,10,188.047
Roofing Contractors,PCU23816X23816X,2022,11,189.049
Roofing Contractors,PCU23816X23816X,2022,12,189.425
Roofing Contractors,PCU23816X23816X,2023,1,198.627
Roofing Contractors,PCU23816X23816X,2023,2,199.407
Roofing Contractors,PCU23816X23816X,2023,3,199.62
Roofing Contractors,PCU23816X23816X,2023,4,206.307
Roofing Contractors,PCU23816X23816X,2023,5,206.447
Roofing Contractors,PCU23816X23816X,2023,6,206.596
Roofing Contractors,PCU23816X23816X,2023,7,205.756
Roofing Contractors,PCU23816X23816X,2023,8,205.672
Roofing Contractors,PCU23816X23816X,2023,9,205.251
Roofing Contractors,PCU23816X23816X,2023,10,206.182
Roofing Contractors,PCU23816X23816X,2023,11,206.523
Roofing Contractors,PCU23816X23816X,2023,12,206.452
Roofing Contractors,PCU23816X23816X,2024,1,206.993
Roofing Contractors,PCU23816X23816X,2024,2,207.626
Roofing Contractors,PCU23816X23816X,2024,3,207.721
Roofing Contractors,PCU23816X23816X,2024,4,208.922
Roofing Contractors,PCU23816X23816X,2024,5,208.34
Roofing Contractors,PCU23816X23816X,2024,6,208.338
Roofing Contractors,PCU23816X23816X,2024,7,209.94
Roofing Contractors,PCU23816X23816X,2024,8,211.567
Roofing Contractors,PCU23816X23816X,2024,9,211.375
Roofing Contractors,PCU23816X23816X,2024,10,212.288
Roofing Contractors,PCU23816X23816X,2024,11,212.92
Roofing Contractors,PCU23816X23816X,2024,12,212.901
Roofing Contractors,PCU23816X23816X,2025,1,216.343
Roofing Contractors,PCU23816X23816X,2025,2,215.078
Roofing Contractors,PCU23816X23816X,2025,3,214.834
Roofing Contractors,PCU23816X23816X,2025,4,215.601
Roofing Contractors,PCU23816X23816X,2025,5,215.74
Sheet Metal Products,WPU1073,2020,1,217.6
Sheet Metal Products,WPU1073,2020,2,217.7
Sheet Metal Products,WPU1073,2020,3,217.4
Sheet Metal Products,WPU1073,2020,4,217.4
Sheet Metal Products,WPU1073,2020,5,216.8
Sheet Metal Products,WPU1073,2020,6,216.8
Sheet Metal Products,WPU1073,2020,7,216.9
Sheet Metal Products,WPU1073,2020,8,216.6
Sheet Metal Products,WPU1073,2020,9,216.6
Sheet Metal Products,WPU1073,2020,10,216.8
Sheet Metal Products,WPU1073,2020,11,216.7
Sheet Metal Products,WPU1073,2020,12,216.7
Sheet Metal Products,WPU1073,2021,1,217.3
Sheet Metal Products,WPU1073,2021,2,223.2
Sheet Metal Products,WPU1073,2021,3,231.2
Sheet Metal Products,WPU1073,2021,4,243.1
Sheet Metal Products,WPU1073,2021,5,251.2
Sheet Metal Products,WPU1073,2021,6,264.3
