series_id,year,month,value,mom_growth,yoy_growth,series_name
WPUIP232000,2014,M12,100.0,,,Mainenance and Repair Construction
WPUIP232000,2015,M01,98.8,-0.012,,Mainenance and Repair Construction
WPUIP232000,2015,M02,99.2,0.004049,,Mainenance and Repair Construction
WPUIP232000,2015,M03,99.7,0.00504,,Mainenance and Repair Construction
WPUIP232000,2015,M04,99.7,0.0,,Mainenance and Repair Construction
WPUIP232000,2015,M05,100.7,0.01003,,Mainenance and Repair Construction
WPUIP232000,2015,M06,100.8,0.000993,,Mainenance and Repair Construction
WPUIP232000,2015,M07,100.8,0.0,,Mainenance and Repair Construction
WPUIP232000,2015,M08,100.1,-0.006944,,Mainenance and Repair Construction
WPUIP232000,2015,M09,98.7,-0.013986,,Mainenance and Repair Construction
WPUIP232000,2015,M10,98.4,-0.00304,,Mainenance and Repair Construction
WPUIP232000,2015,M11,98.1,-0.003049,,Mainenance and Repair Construction
WPUIP232000,2015,M12,97.1,-0.010194,-0.029,Mainenance and Repair Construction
WPUIP232000,2016,M01,96.9,-0.00206,-0.019231,Mainenance and Repair Construction
WPUIP232000,2016,M02,96.7,-0.002064,-0.025202,Mainenance and Repair Construction
WPUIP232000,2016,M03,97.1,0.004137,-0.026078,Mainenance and Repair Construction
WPUIP232000,2016,M04,97.7,0.006179,-0.02006,Mainenance and Repair Construction
WPUIP232000,2016,M05,98.4,0.007165,-0.02284,Mainenance and Repair Construction
WPUIP232000,2016,M06,99.3,0.009146,-0.014881,Mainenance and Repair Construction
WPUIP232000,2016,M07,99.3,0.0,-0.014881,Mainenance and Repair Construction
WPUIP232000,2016,M08,98.9,-0.004028,-0.011988,Mainenance and Repair Construction
WPUIP232000,2016,M09,98.9,0.0,0.002026,Mainenance and Repair Construction
WPUIP232000,2016,M10,99.0,0.001011,0.006098,Mainenance and Repair Construction
WPUIP232000,2016,M11,98.7,-0.00303,0.006116,Mainenance and Repair Construction
WPUIP232000,2016,M12,99.2,0.005066,0.021627,Mainenance and Repair Construction
WPUIP232000,2017,M01,100.1,0.009073,0.033024,Mainenance and Repair Construction
WPUIP232000,2017,M02,100.5,0.003996,0.039297,Mainenance and Repair Construction
WPUIP232000,2017,M03,100.7,0.00199,0.037075,Mainenance and Repair Construction
WPUIP232000,2017,M04,101.3,0.005958,0.036847,Mainenance and Repair Construction
WPUIP232000,2017,M05,101.4,0.000987,0.030488,Mainenance and Repair Construction
WPUIP232000,2017,M06,101.5,0.000986,0.022155,Mainenance and Repair Construction
WPUIP232000,2017,M07,101.5,0.0,0.022155,Mainenance and Repair Construction
WPUIP232000,2017,M08,102.5,0.009852,0.0364,Mainenance and Repair Construction
WPUIP232000,2017,M09,102.7,0.001951,0.038423,Mainenance and Repair Construction
WPUIP232000,2017,M10,102.9,0.001947,0.039394,Mainenance and Repair Construction
WPUIP232000,2017,M11,103.4,0.004859,0.047619,Mainenance and Repair Construction
WPUIP232000,2017,M12,103.7,0.002901,0.045363,Mainenance and Repair Construction
WPUIP232000,2018,M01,104.8,0.010608,0.046953,Mainenance and Repair Construction
WPUIP232000,2018,M02,105.7,0.008588,0.051741,Mainenance and Repair Construction
WPUIP232000,2018,M03,106.3,0.005676,0.055611,Mainenance and Repair Construction
WPUIP232000,2018,M04,107.1,0.007526,0.057256,Mainenance and Repair Construction
WPUIP232000,2018,M05,108.8,0.015873,0.072978,Mainenance and Repair Construction
WPUIP232000,2018,M06,109.6,0.007353,0.079803,Mainenance and Repair Construction
WPUIP232000,2018,M07,109.5,-0.000912,0.078818,Mainenance and Repair Construction
WPUIP232000,2018,M08,109.0,-0.004566,0.063415,Mainenance and Repair Construction
WPUIP232000,2018,M09,108.9,-0.000917,0.06037,Mainenance and Repair Construction
WPUIP232000,2018,M10,109.7,0.007346,0.066084,Mainenance and Repair Construction
WPUIP232000,2018,M11,108.5,-0.010939,0.049323,Mainenance and Repair Construction
WPUIP232000,2018,M12,107.5,-0.009217,0.036644,Mainenance and Repair Construction
WPUIP232000,2019,M01,106.9,-0.005581,0.020038,Mainenance and Repair Construction
WPUIP232000,2019,M02,107.6,0.006548,0.017975,Mainenance and Repair Construction
WPUIP232000,2019,M03,108.9,0.012082,0.024459,Mainenance and Repair Construction
WPUIP232000,2019,M04,110.3,0.012856,0.029879,Mainenance and Repair Construction
WPUIP232000,2019,M05,109.9,-0.003626,0.01011,Mainenance and Repair Construction
WPUIP232000,2019,M06,108.8,-0.010009,-0.007299,Mainenance and Repair Construction
WPUIP232000,2019,M07,109.4,0.005515,-0.000913,Mainenance and Repair Construction
WPUIP232000,2019,M08,109.1,-0.002742,0.000917,Mainenance and Repair Construction
WPUIP232000,2019,M09,109.2,0.000917,0.002755,Mainenance and Repair Construction
WPUIP232000,2019,M10,108.9,-0.002747,-0.007293,Mainenance and Repair Construction
