series_id,year,month,value,mom_growth,yoy_growth,series_name
WPU1334,1986,M01,112.1,,,Precast Concrete Products
WPU1334,1986,M02,112.1,0.0,,Precast Concrete Products
WPU1334,1986,M03,112.1,0.0,,Precast Concrete Products
WPU1334,1986,M04,112.1,0.0,,Precast Concrete Products
WPU1334,1986,M05,112.2,0.000892,,Precast Concrete Products
WPU1334,1986,M06,112.2,0.0,,Precast Concrete Products
WPU1334,1986,M07,112.2,0.0,,Precast Concrete Products
WPU1334,1986,M08,112.2,0.0,,Precast Concrete Products
WPU1334,1986,M09,111.5,-0.006239,,Precast Concrete Products
WPU1334,1986,M10,111.5,0.0,,Precast Concrete Products
WPU1334,1986,M11,112.4,0.008072,,Precast Concrete Products
WPU1334,1986,M12,113.4,0.008897,,Precast Concrete Products
WPU1334,1987,M01,113.4,0.0,0.011597,Precast Concrete Products
WPU1334,1987,M02,113.9,0.004409,0.016057,Precast Concrete Products
WPU1334,1987,M03,113.9,0.0,0.016057,Precast Concrete Products
WPU1334,1987,M04,113.6,-0.002634,0.013381,Precast Concrete Products
WPU1334,1987,M05,113.7,0.00088,0.013369,Precast Concrete Products
WPU1334,1987,M06,114.5,0.007036,0.020499,Precast Concrete Products
WPU1334,1987,M07,115.3,0.006987,0.027629,Precast Concrete Products
WPU1334,1987,M08,115.1,-0.001735,0.025847,Precast Concrete Products
WPU1334,1987,M09,115.5,0.003475,0.035874,Precast Concrete Products
WPU1334,1987,M10,115.8,0.002597,0.038565,Precast Concrete Products
WPU1334,1987,M11,116.8,0.008636,0.039146,Precast Concrete Products
WPU1334,1987,M12,117.0,0.001712,0.031746,Precast Concrete Products
WPU1334,1988,M01,117.1,0.000855,0.032628,Precast Concrete Products
WPU1334,1988,M02,117.5,0.003416,0.031607,Precast Concrete Products
WPU1334,1988,M03,117.5,0.0,0.031607,Precast Concrete Products
WPU1334,1988,M04,118.0,0.004255,0.038732,Precast Concrete Products
WPU1334,1988,M05,117.9,-0.000847,0.036939,Precast Concrete Products
