series_id,year,month,value,mom_growth,yoy_growth,series_name
WPUIP230000,2014,M12,100.0,,,Inputs to Construction Industries
WPUIP230000,2015,M01,99.0,-0.01,,Inputs to Construction Industries
WPUIP230000,2015,M02,99.3,0.00303,,Inputs to Construction Industries
WPUIP230000,2015,M03,99.8,0.005035,,Inputs to Construction Industries
WPUIP230000,2015,M04,99.9,0.001002,,Inputs to Construction Industries
WPUIP230000,2015,M05,100.8,0.009009,,Inputs to Construction Industries
WPUIP230000,2015,M06,100.8,0.0,,Inputs to Construction Industries
WPUIP230000,2015,M07,100.9,0.000992,,Inputs to Construction Industries
WPUIP230000,2015,M08,100.3,-0.005946,,Inputs to Construction Industries
WPUIP230000,2015,M09,99.0,-0.012961,,Inputs to Construction Industries
WPUIP230000,2015,M10,98.8,-0.00202,,Inputs to Construction Industries
WPUIP230000,2015,M11,98.5,-0.003036,,Inputs to Construction Industries
WPUIP230000,2015,M12,97.7,-0.008122,-0.023,Inputs to Construction Industries
WPUIP230000,2016,M01,97.7,0.0,-0.013131,Inputs to Construction Industries
WPUIP230000,2016,M02,97.5,-0.002047,-0.018127,Inputs to Construction Industries
WPUIP230000,2016,M03,97.9,0.004103,-0.019038,Inputs to Construction Industries
WPUIP230000,2016,M04,98.4,0.005107,-0.015015,Inputs to Construction Industries
WPUIP230000,2016,M05,99.0,0.006098,-0.017857,Inputs to Construction Industries
WPUIP230000,2016,M06,99.9,0.009091,-0.008929,Inputs to Construction Industries
WPUIP230000,2016,M07,100.0,0.001001,-0.00892,Inputs to Construction Industries
WPUIP230000,2016,M08,99.6,-0.004,-0.006979,Inputs to Construction Industries
WPUIP230000,2016,M09,99.6,0.0,0.006061,Inputs to Construction Industries
WPUIP230000,2016,M10,99.6,0.0,0.008097,Inputs to Construction Industries
WPUIP230000,2016,M11,99.4,-0.002008,0.009137,Inputs to Construction Industries
WPUIP230000,2016,M12,100.0,0.006036,0.023541,Inputs to Construction Industries
WPUIP230000,2017,M01,100.8,0.008,0.03173,Inputs to Construction Industries
WPUIP230000,2017,M02,101.2,0.003968,0.037949,Inputs to Construction Industries
WPUIP230000,2017,M03,101.4,0.001976,0.035751,Inputs to Construction Industries
WPUIP230000,2017,M04,102.0,0.005917,0.036585,Inputs to Construction Industries
WPUIP230000,2017,M05,102.1,0.00098,0.031313,Inputs to Construction Industries
WPUIP230000,2017,M06,102.2,0.000979,0.023023,Inputs to Construction Industries
WPUIP230000,2017,M07,102.2,0.0,0.022,Inputs to Construction Industries
WPUIP230000,2017,M08,103.2,0.009785,0.036145,Inputs to Construction Industries
WPUIP230000,2017,M09,103.4,0.001938,0.038153,Inputs to Construction Industries
WPUIP230000,2017,M10,103.7,0.002901,0.041165,Inputs to Construction Industries
WPUIP230000,2017,M11,104.2,0.004822,0.04829,Inputs to Construction Industries
WPUIP230000,2017,M12,104.4,0.001919,0.044,Inputs to Construction Industries
WPUIP230000,2018,M01,105.4,0.009579,0.045635,Inputs to Construction Industries
WPUIP230000,2018,M02,106.2,0.00759,0.049407,Inputs to Construction Industries
WPUIP230000,2018,M03,107.0,0.007533,0.055227,Inputs to Construction Industries
WPUIP230000,2018,M04,107.9,0.008411,0.057843,Inputs to Construction Industries
WPUIP230000,2018,M05,109.5,0.014829,0.072478,Inputs to Construction Industries
WPUIP230000,2018,M06,110.2,0.006393,0.078278,Inputs to Construction Industries
WPUIP230000,2018,M07,110.3,0.000907,0.079256,Inputs to Construction Industries
WPUIP230000,2018,M08,109.8,-0.004533,0.063953,Inputs to Construction Industries
WPUIP230000,2018,M09,109.7,-0.000911,0.060928,Inputs to Construction Industries
WPUIP230000,2018,M10,110.6,0.008204,0.066538,Inputs to Construction Industries
WPUIP230000,2018,M11,109.5,-0.009946,0.050864,Inputs to Construction Industries
WPUIP230000,2018,M12,108.6,-0.008219,0.04023,Inputs to Construction Industries
WPUIP230000,2019,M01,108.2,-0.003683,0.026565,Inputs to Construction Industries
WPUIP230000,2019,M02,108.7,0.004621,0.02354,Inputs to Construction Industries
WPUIP230000,2019,M03,109.9,0.01104,0.027103,Inputs to Construction Industries
WPUIP230000,2019,M04,111.2,0.011829,0.030584,Inputs to Construction Industries
WPUIP230000,2019,M05,110.8,-0.003597,0.011872,Inputs to Construction Industries
WPUIP230000,2019,M06,110.0,-0.00722,-0.001815,Inputs to Construction Industries
WPUIP230000,2019,M07,110.6,0.005455,0.00272,Inputs to Construction Industries
WPUIP230000,2019,M08,110.3,-0.002712,0.004554,Inputs to Construction Industries
WPUIP230000,2019,M09,110.4,0.000907,0.006381,Inputs to Construction Industries
WPUIP230000,2019,M10,110.0,-0.003623,-0.005425,Inputs to Construction Industries
WPUIP230000,2019,M11,109.8,-0.001818,0.00274,Inputs to Construction Industries
WPUIP230000,2019,M12,110.1,0.002732,0.013812,Inputs to Construction Industries
WPUIP230000,2020,M01,110.7,0.00545,0.023105,Inputs to Construction Industries
WPUIP230000,2020,M02,110.1,-0.00542,0.012879,Inputs to Construction Industries
WPUIP230000,2020,M03,109.5,-0.00545,-0.00364,Inputs to Construction Industries
WPUIP230000,2020,M04,106.6,-0.026484,-0.041367,Inputs to Construction Industries
WPUIP230000,2020,M05,106.6,0.0,-0.037906,Inputs to Construction Industries
WPUIP230000,2020,M06,108.9,0.021576,-0.01,Inputs to Construction Industries
WPUIP230000,2020,M07,110.4,0.013774,-0.001808,Inputs to Construction Industries
WPUIP230000,2020,M08,113.0,0.023551,0.024479,Inputs to Construction Industries
WPUIP230000,2020,M09,115.5,0.022124,0.046196,Inputs to Construction Industries
WPUIP230000,2020,M10,115.6,0.000866,0.050909,Inputs to Construction Industries
WPUIP230000,2020,M11,114.2,-0.012111,0.040073,Inputs to Construction Industries
WPUIP230000,2020,M12,116.2,0.017513,0.055404,Inputs to Construction Industries
WPUIP230000,2021,M01,119.9,0.031842,0.083107,Inputs to Construction Industries
WPUIP230000,2021,M02,122.1,0.018349,0.108992,Inputs to Construction Industries
WPUIP230000,2021,M03,125.3,0.026208,0.144292,Inputs to Construction Industries
WPUIP230000,2021,M04,128.6,0.026337,0.206379,Inputs to Construction Industries
WPUIP230000,2021,M05,134.7,0.047434,0.263602,Inputs to Construction Industries
WPUIP230000,2021,M06,138.7,0.029696,0.273646,Inputs to Construction Industries
WPUIP230000,2021,M07,137.211,-0.010735,0.242853,Inputs to Construction Industries
WPUIP230000,2021,M08,135.294,-0.013971,0.197292,Inputs to Construction Industries
WPUIP230000,2021,M09,134.819,-0.003511,0.167264,Inputs to Construction Industries
WPUIP230000,2021,M10,136.286,0.010881,0.178945,Inputs to Construction Industries
